Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2/6/16 2:00,2016,2,6,2,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 3:00,2016,2,6,3,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 4:00,2016,2,6,4,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 5:00,2016,2,6,5,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 6:00,2016,2,6,6,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 7:00,2016,2,6,7,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 8:00,2016,2,6,8,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 9:00,2016,2,6,9,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 10:00,2016,2,6,10,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 11:00,2016,2,6,11,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 12:00,2016,2,6,12,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 13:00,2016,2,6,13,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 14:00,2016,2,6,14,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 15:00,2016,2,6,15,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 16:00,2016,2,6,16,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 17:00,2016,2,6,17,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 18:00,2016,2,6,18,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 19:00,2016,2,6,19,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 20:00,2016,2,6,20,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 21:00,2016,2,6,21,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 22:00,2016,2,6,22,79,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 23:00,2016,2,6,23,96,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 0:00,2016,2,7,0,84,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 1:00,2016,2,7,1,88,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 2:00,2016,2,7,2,93,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 3:00,2016,2,7,3,75,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 4:00,2016,2,7,4,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 5:00,2016,2,7,5,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 6:00,2016,2,7,6,33,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 7:00,2016,2,7,7,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 8:00,2016,2,7,8,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 9:00,2016,2,7,9,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 10:00,2016,2,7,10,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 11:00,2016,2,7,11,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 12:00,2016,2,7,12,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 13:00,2016,2,7,13,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 14:00,2016,2,7,14,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 15:00,2016,2,7,15,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 16:00,2016,2,7,16,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 17:00,2016,2,7,17,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 18:00,2016,2,7,18,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 19:00,2016,2,7,19,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 20:00,2016,2,7,20,60,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 21:00,2016,2,7,21,72,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 22:00,2016,2,7,22,103,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/7/16 23:00,2016,2,7,23,151,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 0:00,2016,2,8,0,-999,µg/m_,1 Hr,Missing
Beijing,PM2.5,2/8/16 1:00,2016,2,8,1,544,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 2:00,2016,2,8,2,502,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 3:00,2016,2,8,3,-999,µg/m_,1 Hr,Missing
Beijing,PM2.5,2/8/16 4:00,2016,2,8,4,601,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 5:00,2016,2,8,5,564,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 6:00,2016,2,8,6,562,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 7:00,2016,2,8,7,299,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 8:00,2016,2,8,8,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 9:00,2016,2,8,9,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 10:00,2016,2,8,10,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 11:00,2016,2,8,11,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 12:00,2016,2,8,12,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 13:00,2016,2,8,13,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 14:00,2016,2,8,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 15:00,2016,2,8,15,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 16:00,2016,2,8,16,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 17:00,2016,2,8,17,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 18:00,2016,2,8,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 19:00,2016,2,8,19,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 20:00,2016,2,8,20,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 21:00,2016,2,8,21,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 22:00,2016,2,8,22,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/8/16 23:00,2016,2,8,23,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 0:00,2016,2,9,0,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 1:00,2016,2,9,1,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 2:00,2016,2,9,2,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 3:00,2016,2,9,3,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 4:00,2016,2,9,4,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 5:00,2016,2,9,5,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 6:00,2016,2,9,6,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 7:00,2016,2,9,7,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 8:00,2016,2,9,8,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 9:00,2016,2,9,9,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 10:00,2016,2,9,10,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 11:00,2016,2,9,11,47,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 12:00,2016,2,9,12,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 13:00,2016,2,9,13,48,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 14:00,2016,2,9,14,41,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 15:00,2016,2,9,15,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 16:00,2016,2,9,16,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 17:00,2016,2,9,17,73,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 18:00,2016,2,9,18,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 19:00,2016,2,9,19,70,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 20:00,2016,2,9,20,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 21:00,2016,2,9,21,80,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 22:00,2016,2,9,22,69,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/9/16 23:00,2016,2,9,23,62,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 0:00,2016,2,10,0,98,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 1:00,2016,2,10,1,91,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 2:00,2016,2,10,2,94,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 3:00,2016,2,10,3,86,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 4:00,2016,2,10,4,79,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 5:00,2016,2,10,5,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 6:00,2016,2,10,6,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 7:00,2016,2,10,7,92,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 8:00,2016,2,10,8,110,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 9:00,2016,2,10,9,86,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 10:00,2016,2,10,10,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 11:00,2016,2,10,11,83,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 12:00,2016,2,10,12,93,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 13:00,2016,2,10,13,109,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 14:00,2016,2,10,14,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 15:00,2016,2,10,15,116,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 16:00,2016,2,10,16,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 17:00,2016,2,10,17,117,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 18:00,2016,2,10,18,121,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 19:00,2016,2,10,19,138,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 20:00,2016,2,10,20,177,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 21:00,2016,2,10,21,206,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 22:00,2016,2,10,22,217,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/10/16 23:00,2016,2,10,23,222,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 0:00,2016,2,11,0,227,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 1:00,2016,2,11,1,195,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 2:00,2016,2,11,2,180,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 3:00,2016,2,11,3,184,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 4:00,2016,2,11,4,186,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 5:00,2016,2,11,5,234,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 6:00,2016,2,11,6,230,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 7:00,2016,2,11,7,188,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 8:00,2016,2,11,8,154,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 9:00,2016,2,11,9,148,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 10:00,2016,2,11,10,164,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 11:00,2016,2,11,11,157,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 12:00,2016,2,11,12,157,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 13:00,2016,2,11,13,176,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 14:00,2016,2,11,14,172,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 15:00,2016,2,11,15,135,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 16:00,2016,2,11,16,129,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 17:00,2016,2,11,17,120,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 18:00,2016,2,11,18,122,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 19:00,2016,2,11,19,99,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 20:00,2016,2,11,20,89,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 21:00,2016,2,11,21,93,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 22:00,2016,2,11,22,95,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/11/16 23:00,2016,2,11,23,102,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 0:00,2016,2,12,0,114,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 1:00,2016,2,12,1,96,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 2:00,2016,2,12,2,106,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 3:00,2016,2,12,3,169,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 4:00,2016,2,12,4,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 5:00,2016,2,12,5,164,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 6:00,2016,2,12,6,145,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 7:00,2016,2,12,7,148,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 8:00,2016,2,12,8,143,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 9:00,2016,2,12,9,142,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 10:00,2016,2,12,10,145,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 11:00,2016,2,12,11,161,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 12:00,2016,2,12,12,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 13:00,2016,2,12,13,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 14:00,2016,2,12,14,161,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 15:00,2016,2,12,15,166,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 16:00,2016,2,12,16,176,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 17:00,2016,2,12,17,190,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 18:00,2016,2,12,18,186,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 19:00,2016,2,12,19,213,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 20:00,2016,2,12,20,194,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 21:00,2016,2,12,21,141,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 22:00,2016,2,12,22,41,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/12/16 23:00,2016,2,12,23,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 0:00,2016,2,13,0,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 1:00,2016,2,13,1,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 2:00,2016,2,13,2,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 3:00,2016,2,13,3,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 4:00,2016,2,13,4,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 5:00,2016,2,13,5,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 6:00,2016,2,13,6,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 7:00,2016,2,13,7,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 8:00,2016,2,13,8,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 9:00,2016,2,13,9,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 10:00,2016,2,13,10,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 11:00,2016,2,13,11,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 12:00,2016,2,13,12,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 13:00,2016,2,13,13,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 14:00,2016,2,13,14,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 15:00,2016,2,13,15,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 16:00,2016,2,13,16,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 17:00,2016,2,13,17,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 18:00,2016,2,13,18,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 19:00,2016,2,13,19,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 20:00,2016,2,13,20,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 21:00,2016,2,13,21,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 22:00,2016,2,13,22,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/13/16 23:00,2016,2,13,23,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 0:00,2016,2,14,0,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 1:00,2016,2,14,1,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 2:00,2016,2,14,2,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 3:00,2016,2,14,3,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 4:00,2016,2,14,4,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 5:00,2016,2,14,5,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 6:00,2016,2,14,6,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 7:00,2016,2,14,7,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 8:00,2016,2,14,8,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 9:00,2016,2,14,9,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 10:00,2016,2,14,10,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 11:00,2016,2,14,11,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 12:00,2016,2,14,12,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 13:00,2016,2,14,13,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 14:00,2016,2,14,14,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 15:00,2016,2,14,15,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 16:00,2016,2,14,16,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 17:00,2016,2,14,17,3,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 18:00,2016,2,14,18,3,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 19:00,2016,2,14,19,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 20:00,2016,2,14,20,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 21:00,2016,2,14,21,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 22:00,2016,2,14,22,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/14/16 23:00,2016,2,14,23,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 0:00,2016,2,15,0,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 1:00,2016,2,15,1,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 2:00,2016,2,15,2,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 3:00,2016,2,15,3,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 4:00,2016,2,15,4,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 5:00,2016,2,15,5,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 6:00,2016,2,15,6,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 7:00,2016,2,15,7,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 8:00,2016,2,15,8,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 9:00,2016,2,15,9,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 10:00,2016,2,15,10,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 11:00,2016,2,15,11,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 12:00,2016,2,15,12,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 13:00,2016,2,15,13,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 14:00,2016,2,15,14,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 15:00,2016,2,15,15,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 16:00,2016,2,15,16,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 17:00,2016,2,15,17,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 18:00,2016,2,15,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 19:00,2016,2,15,19,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 20:00,2016,2,15,20,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 21:00,2016,2,15,21,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 22:00,2016,2,15,22,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/15/16 23:00,2016,2,15,23,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 0:00,2016,2,16,0,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 1:00,2016,2,16,1,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 2:00,2016,2,16,2,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 3:00,2016,2,16,3,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 4:00,2016,2,16,4,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 5:00,2016,2,16,5,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 6:00,2016,2,16,6,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 7:00,2016,2,16,7,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 8:00,2016,2,16,8,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 9:00,2016,2,16,9,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 10:00,2016,2,16,10,2,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 11:00,2016,2,16,11,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 12:00,2016,2,16,12,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 13:00,2016,2,16,13,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 14:00,2016,2,16,14,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 15:00,2016,2,16,15,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 16:00,2016,2,16,16,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 17:00,2016,2,16,17,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 18:00,2016,2,16,18,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 19:00,2016,2,16,19,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 20:00,2016,2,16,20,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 21:00,2016,2,16,21,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 22:00,2016,2,16,22,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/16/16 23:00,2016,2,16,23,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 0:00,2016,2,17,0,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 1:00,2016,2,17,1,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 2:00,2016,2,17,2,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 3:00,2016,2,17,3,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 4:00,2016,2,17,4,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 5:00,2016,2,17,5,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 6:00,2016,2,17,6,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 7:00,2016,2,17,7,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 8:00,2016,2,17,8,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 9:00,2016,2,17,9,82,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 10:00,2016,2,17,10,80,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 11:00,2016,2,17,11,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 12:00,2016,2,17,12,48,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 13:00,2016,2,17,13,48,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 14:00,2016,2,17,14,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 15:00,2016,2,17,15,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 16:00,2016,2,17,16,41,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 17:00,2016,2,17,17,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 18:00,2016,2,17,18,47,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 19:00,2016,2,17,19,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 20:00,2016,2,17,20,59,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 21:00,2016,2,17,21,59,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 22:00,2016,2,17,22,73,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/17/16 23:00,2016,2,17,23,68,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 0:00,2016,2,18,0,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 1:00,2016,2,18,1,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 2:00,2016,2,18,2,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/18/16 3:00,2016,2,18,3,18,µg/m_,1 Hr,Valid
