Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,3/1/16 6:00,2016,3,1,6,132,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 7:00,2016,3,1,7,117,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 8:00,2016,3,1,8,116,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 9:00,2016,3,1,9,108,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 10:00,2016,3,1,10,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 11:00,2016,3,1,11,114,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 12:00,2016,3,1,12,126,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 13:00,2016,3,1,13,117,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 14:00,2016,3,1,14,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 15:00,2016,3,1,15,96,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 16:00,2016,3,1,16,111,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 17:00,2016,3,1,17,111,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 18:00,2016,3,1,18,138,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 19:00,2016,3,1,19,155,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 20:00,2016,3,1,20,178,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 21:00,2016,3,1,21,196,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 22:00,2016,3,1,22,202,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/1/16 23:00,2016,3,1,23,222,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 0:00,2016,3,2,0,220,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 1:00,2016,3,2,1,213,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 2:00,2016,3,2,2,228,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 3:00,2016,3,2,3,224,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 4:00,2016,3,2,4,239,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 5:00,2016,3,2,5,231,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 6:00,2016,3,2,6,219,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 7:00,2016,3,2,7,224,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 8:00,2016,3,2,8,198,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 9:00,2016,3,2,9,206,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 10:00,2016,3,2,10,194,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 11:00,2016,3,2,11,190,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 12:00,2016,3,2,12,168,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 13:00,2016,3,2,13,120,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 14:00,2016,3,2,14,76,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 15:00,2016,3,2,15,101,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 16:00,2016,3,2,16,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 17:00,2016,3,2,17,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 18:00,2016,3,2,18,107,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 19:00,2016,3,2,19,126,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 20:00,2016,3,2,20,158,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 21:00,2016,3,2,21,166,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 22:00,2016,3,2,22,186,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/2/16 23:00,2016,3,2,23,161,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 0:00,2016,3,3,0,135,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 1:00,2016,3,3,1,225,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 2:00,2016,3,3,2,275,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 3:00,2016,3,3,3,274,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 4:00,2016,3,3,4,281,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 5:00,2016,3,3,5,262,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 6:00,2016,3,3,6,248,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 7:00,2016,3,3,7,259,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 8:00,2016,3,3,8,278,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 9:00,2016,3,3,9,307,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 10:00,2016,3,3,10,316,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 11:00,2016,3,3,11,309,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 12:00,2016,3,3,12,332,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 13:00,2016,3,3,13,319,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 14:00,2016,3,3,14,314,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 15:00,2016,3,3,15,307,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 16:00,2016,3,3,16,299,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 17:00,2016,3,3,17,313,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 18:00,2016,3,3,18,348,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 19:00,2016,3,3,19,373,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 20:00,2016,3,3,20,377,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 21:00,2016,3,3,21,409,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 22:00,2016,3,3,22,427,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/3/16 23:00,2016,3,3,23,417,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 0:00,2016,3,4,0,414,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 1:00,2016,3,4,1,384,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 2:00,2016,3,4,2,336,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 3:00,2016,3,4,3,320,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 4:00,2016,3,4,4,318,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 5:00,2016,3,4,5,292,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 6:00,2016,3,4,6,294,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 7:00,2016,3,4,7,309,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 8:00,2016,3,4,8,303,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 9:00,2016,3,4,9,329,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 10:00,2016,3,4,10,357,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 11:00,2016,3,4,11,349,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 12:00,2016,3,4,12,364,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 13:00,2016,3,4,13,318,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 14:00,2016,3,4,14,308,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 15:00,2016,3,4,15,311,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 16:00,2016,3,4,16,307,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 17:00,2016,3,4,17,308,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 18:00,2016,3,4,18,357,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 19:00,2016,3,4,19,409,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 20:00,2016,3,4,20,347,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 21:00,2016,3,4,21,280,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 22:00,2016,3,4,22,110,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/4/16 23:00,2016,3,4,23,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 0:00,2016,3,5,0,139,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 1:00,2016,3,5,1,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 2:00,2016,3,5,2,80,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 3:00,2016,3,5,3,68,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 4:00,2016,3,5,4,70,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 5:00,2016,3,5,5,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 6:00,2016,3,5,6,59,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 7:00,2016,3,5,7,61,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 8:00,2016,3,5,8,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 9:00,2016,3,5,9,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 10:00,2016,3,5,10,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 11:00,2016,3,5,11,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 12:00,2016,3,5,12,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 13:00,2016,3,5,13,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 14:00,2016,3,5,14,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 15:00,2016,3,5,15,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 16:00,2016,3,5,16,58,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 17:00,2016,3,5,17,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 18:00,2016,3,5,18,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 19:00,2016,3,5,19,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 20:00,2016,3,5,20,58,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 21:00,2016,3,5,21,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 22:00,2016,3,5,22,76,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/5/16 23:00,2016,3,5,23,67,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 0:00,2016,3,6,0,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 1:00,2016,3,6,1,61,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 2:00,2016,3,6,2,70,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 3:00,2016,3,6,3,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 4:00,2016,3,6,4,68,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 5:00,2016,3,6,5,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 6:00,2016,3,6,6,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 7:00,2016,3,6,7,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 8:00,2016,3,6,8,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 9:00,2016,3,6,9,33,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 10:00,2016,3,6,10,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 11:00,2016,3,6,11,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 12:00,2016,3,6,12,98,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 13:00,2016,3,6,13,106,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 14:00,2016,3,6,14,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 15:00,2016,3,6,15,135,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 16:00,2016,3,6,16,134,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 17:00,2016,3,6,17,137,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 18:00,2016,3,6,18,146,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 19:00,2016,3,6,19,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 20:00,2016,3,6,20,110,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 21:00,2016,3,6,21,111,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 22:00,2016,3,6,22,124,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/6/16 23:00,2016,3,6,23,121,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 0:00,2016,3,7,0,132,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 1:00,2016,3,7,1,140,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 2:00,2016,3,7,2,147,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 3:00,2016,3,7,3,109,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 4:00,2016,3,7,4,81,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 5:00,2016,3,7,5,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 6:00,2016,3,7,6,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 7:00,2016,3,7,7,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 8:00,2016,3,7,8,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 9:00,2016,3,7,9,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 10:00,2016,3,7,10,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 11:00,2016,3,7,11,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 12:00,2016,3,7,12,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 13:00,2016,3,7,13,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 14:00,2016,3,7,14,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 15:00,2016,3,7,15,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 16:00,2016,3,7,16,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 17:00,2016,3,7,17,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 18:00,2016,3,7,18,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 19:00,2016,3,7,19,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 20:00,2016,3,7,20,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 21:00,2016,3,7,21,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 22:00,2016,3,7,22,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/7/16 23:00,2016,3,7,23,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 0:00,2016,3,8,0,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 1:00,2016,3,8,1,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 2:00,2016,3,8,2,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 3:00,2016,3,8,3,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 4:00,2016,3,8,4,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 5:00,2016,3,8,5,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 6:00,2016,3,8,6,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 7:00,2016,3,8,7,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 8:00,2016,3,8,8,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 9:00,2016,3,8,9,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 10:00,2016,3,8,10,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 11:00,2016,3,8,11,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 12:00,2016,3,8,12,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 13:00,2016,3,8,13,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 14:00,2016,3,8,14,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 15:00,2016,3,8,15,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 16:00,2016,3,8,16,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 17:00,2016,3,8,17,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 18:00,2016,3,8,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 19:00,2016,3,8,19,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 20:00,2016,3,8,20,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 21:00,2016,3,8,21,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 22:00,2016,3,8,22,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/8/16 23:00,2016,3,8,23,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 0:00,2016,3,9,0,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 1:00,2016,3,9,1,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 2:00,2016,3,9,2,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 3:00,2016,3,9,3,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 4:00,2016,3,9,4,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 5:00,2016,3,9,5,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 6:00,2016,3,9,6,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 7:00,2016,3,9,7,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 8:00,2016,3,9,8,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 9:00,2016,3,9,9,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 10:00,2016,3,9,10,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 11:00,2016,3,9,11,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 12:00,2016,3,9,12,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 13:00,2016,3,9,13,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 14:00,2016,3,9,14,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 15:00,2016,3,9,15,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 16:00,2016,3,9,16,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 17:00,2016,3,9,17,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 18:00,2016,3,9,18,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 19:00,2016,3,9,19,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 20:00,2016,3,9,20,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 21:00,2016,3,9,21,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 22:00,2016,3,9,22,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/9/16 23:00,2016,3,9,23,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 0:00,2016,3,10,0,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 1:00,2016,3,10,1,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 2:00,2016,3,10,2,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 3:00,2016,3,10,3,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 4:00,2016,3,10,4,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 5:00,2016,3,10,5,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 6:00,2016,3,10,6,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 7:00,2016,3,10,7,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 8:00,2016,3,10,8,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 9:00,2016,3,10,9,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 10:00,2016,3,10,10,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 11:00,2016,3,10,11,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 12:00,2016,3,10,12,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 13:00,2016,3,10,13,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 14:00,2016,3,10,14,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 15:00,2016,3,10,15,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 16:00,2016,3,10,16,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 17:00,2016,3,10,17,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 18:00,2016,3,10,18,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 19:00,2016,3,10,19,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 20:00,2016,3,10,20,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 21:00,2016,3,10,21,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 22:00,2016,3,10,22,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/10/16 23:00,2016,3,10,23,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 0:00,2016,3,11,0,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 1:00,2016,3,11,1,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 2:00,2016,3,11,2,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 3:00,2016,3,11,3,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 4:00,2016,3,11,4,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 5:00,2016,3,11,5,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 6:00,2016,3,11,6,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 7:00,2016,3,11,7,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 8:00,2016,3,11,8,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 9:00,2016,3,11,9,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 10:00,2016,3,11,10,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 11:00,2016,3,11,11,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 12:00,2016,3,11,12,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 13:00,2016,3,11,13,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 14:00,2016,3,11,14,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 15:00,2016,3,11,15,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 16:00,2016,3,11,16,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 17:00,2016,3,11,17,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 18:00,2016,3,11,18,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 19:00,2016,3,11,19,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 20:00,2016,3,11,20,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 21:00,2016,3,11,21,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 22:00,2016,3,11,22,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/11/16 23:00,2016,3,11,23,51,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 0:00,2016,3,12,0,60,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 1:00,2016,3,12,1,68,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 2:00,2016,3,12,2,69,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 3:00,2016,3,12,3,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 4:00,2016,3,12,4,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 5:00,2016,3,12,5,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 6:00,2016,3,12,6,92,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 7:00,2016,3,12,7,101,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 8:00,2016,3,12,8,102,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 9:00,2016,3,12,9,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 10:00,2016,3,12,10,114,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 11:00,2016,3,12,11,120,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 12:00,2016,3,12,12,120,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 13:00,2016,3,12,13,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 14:00,2016,3,12,14,109,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 15:00,2016,3,12,15,113,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 16:00,2016,3,12,16,114,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 17:00,2016,3,12,17,113,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 18:00,2016,3,12,18,124,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 19:00,2016,3,12,19,146,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 20:00,2016,3,12,20,160,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 21:00,2016,3,12,21,150,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 22:00,2016,3,12,22,164,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/12/16 23:00,2016,3,12,23,166,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 0:00,2016,3,13,0,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 1:00,2016,3,13,1,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 3:00,2016,3,13,3,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 3:00,2016,3,13,3,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 4:00,2016,3,13,4,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 5:00,2016,3,13,5,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 6:00,2016,3,13,6,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 7:00,2016,3,13,7,14,µg/m_,1 Hr,Valid
